Projects team,Unnamed: 1,Unnamed: 2,Unnamed: 3,ML team,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Projects team.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,explaination,answer
SDC144,CHEM_2605_01,Physical Chemistry,Chemical Bonding and Dipole Moment Calculations,"Percent ionic character  
Data:  
 • e = 1.602×10⁻¹⁹ C  
 • Bond length r = 2.75 Å (2.75×10⁻¹⁰ m)  
 • Observed dipole μ_obs = 2.30 D (1 D = 3.336×10⁻³⁰ C·m)  
Assume μ_max = e·r and % ionic = (μ_obs/μ_max)×100.  
Report % ionic to one decimal place:",,,,,,,,,Selected,,Easy,UG,,,
SDC145,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Transition State Theory,"Activation free energy ΔG‡  
Data:  
 • NMR coalescence at T_c = 268 K; Δν = 120 Hz  
 • Rate at coalescence k_c = π·Δν/√2  
 • Eyring: k_c = (k_B T_c/h)·e^(–ΔG‡/RT_c)  
 • R = 8.314 J·K⁻¹·mol⁻¹  
You may calculate (k_B T_c/h) in one line.  
Report ΔG‡ in kJ·mol⁻¹ to three significant figures",,,,,,,,,Selected,,Hard,PG,,,
SDC146,CHEM_2605_01,Solid State Chemistry / Materials Science , Crystallography,"Crystal-packing coefficient C  
The same complex crystallises in an orthorhombic cell with  
 • V_cell = 1.8200×10⁴ Å³  
 • Z = 4 formula units per cell  
 • Molecular volume V_mol = 1.120×10³ Å³ per formula unit  
Define C = (Z·V_mol/V_cell)×100%.  Calculate C to one decimal place",,,,,,,,,Selected,,Medium,UG,,,
SDC147,CHEM_2605_01,Chemistry / Materials Science , Crystallography / Solid State Chemistry / Structural Characterization,"Crystal-packing coefficient C  
The same complex crystallises in an orthorhombic cell with  
 • V_cell = 1.8200×10⁴ Å³  
 • Z = 4 formula units per cell  
 • Molecular volume V_mol = 1.120×10³ Å³ per formula unit  
Define C = (Z·V_mol/V_cell)×100%. Typical small-molecule crystals have C ≃ 65–75 %. Is this crystal unusually dense?",,,,,,,,,Selected,,Medium,UG,,,
SDC148,CHEM_2605_01,Physical Chemistry,Chemical Kinetics,"Second-order rate constant k  
For A + B → products with rate = k[A][B] and [A]₀=[B]₀=0.100 M, after t = 500 s both [A] and [B] = 0.0200 M. The integrated rate law is  
1/[A]_t – 1/[A]₀ = k·t.  
Solve for k.  
Report k in L·mol⁻¹·s⁻¹ as a·b×10ⁿ (two significant figures)",,,,,,,,,Selected,,Medium,UG,,,
SDC149,CHEM_2805_01,Physical Chemistry,Photochemistry and Chemical Kinetics,"Calculate the initial rate (mol$\cdot$L$^{-1}\cdot$s$^{-1}$) of cis-to-trans isomerization for a photoactivatable azobenzene derivative with quantum yield $\phi = 0.42$ under $650$ nm illumination with photon flux $1.5 \times 10^{16}$ photons$\cdot$s$^{-1}\cdot$cm$^{-2}$ in a $1$ mL solution contained in a $1$ cm$^{2}$ cuvette (pathlength $1$ cm) at initial concentration $5~\mu$M. Assume that 100% of the incident photons are absorbed by the solution (i.e., no transmission). Use Avogadro’s number $N_A = 6.022 \times 10^{23}$ mol$^{-1}$.",,,GPT 4.1,4.1-mini,,,,,Selected,,Medium,UG,"This question falls under the medium category. It requires knowledge of photochemistry, quantum yield calculations, and unit conversions. While the calculations themselves are not overly complex, understanding the underlying concepts requires a solid grasp of reaction kinetics and photophysics.",,
SDC150,CHEM_2805_01,Physical Chemistry, Photochemistry and Fluorescence Kinetics,"A near-infrared (NIR) fluorophore conjugated to a supramolecular assembly inside endosomes has quantum yield $\phi = 0.15$ and fluorescence lifetime $\tau = 3.8$ ns. Upon photochemical endosomal escape, the local viscosity decreases and the fluorescence lifetime increases by 40%. Assuming the radiative decay rate constant $k_r$ remains unchanged and the change in lifetime results solely from a change in the non-radiative decay rate constant $k_{nr}$, calculate the radiative decay rate constant $k_r$ (s$^{-1}$) **after** endosomal escape.",,,GPT 4.1,4.1-mini,,,,,Selected,,Medium,PG,"This question falls under the medium category. It requires knowledge of fluorescence kinetics, decay rate constants, and unit conversions. While the calculations themselves are not overly complex, understanding the underlying concepts requires a solid grasp of photophysics.",,
SDC151,CHEM_2805_01,Physical Chemistry,Photochemistry and Reaction Kinetics,"During photochemical control of intracellular assembly, the photoinduced rate constant $k_{\mathrm{photo}}$ follows first-order kinetics and depends on photon flux $I$ (photons$\cdot$cm$^{-2}\cdot$s$^{-1}$) as $k_{\mathrm{photo}} = \sigma I$, where $\sigma$ is the absorption cross-section. Given $\sigma = 2.5 \times 10^{-17}$ cm$^{2}$ and a target $k_{\mathrm{photo}} = 0.01$ s$^{-1}$ under $700$ nm illumination, calculate the required light intensity $I_{\mathrm{W}}$ in W$\cdot$cm$^{-2}$. Use Planck’s constant $h = 6.626 \times 10^{-34}$ J$\cdot$s and speed of light $c = 3.00 \times 10^{8}$ m$\cdot$s$^{-1}$. Show all steps starting from determining the photon flux $I$.",,,GPT 4.1,4.1-mini,,,,,Selected,,Medium,PG,"This problem fits the ""Hard"" category because it demands an understanding of photophysical principles, and involves several sequential calculations across different physical domains.",,
SDC152,CHEM_2805_01,Polymer Chemistry,Photochemistry and Reaction Kinetics,"A dendritic polymer bearing eight peripheral photo-cleavable o-nitrobenzyl ester groups is dissolved at $0.5$ mM in $1$ mL solution (pathlength $1$ cm), which is continuously illuminated at $365$ nm with intensity $10$ mW$\cdot$cm$^{-2}$ for $5$ minutes. Given molar extinction coefficient $\varepsilon = 4.5 \times 10^{3}$ L$\cdot$mol$^{-1}\cdot$cm$^{-1}$ and quantum yield of cleavage $\phi = 0.25$, calculate the concentration (mol$\cdot$L$^{-1}$) of cleaved ester groups produced, assuming all photons absorbed contribute to cleavage and uniform illumination across the cuvette cross-section. The polymer contains eight cleavable groups per molecule.",,,GPT 4.1,4.1-mini,,,,,Selected,,Hard ,UG,"This question is hard due to multiple sequential calculations involving several distinct physics/chemistry principles (photon energy, Beer-Lambert Law, photon flux, quantum yield) and numerous unit conversions required for each step. The need to synthesize these concepts and manage units across different parts of the problem makes it complex.",,
SDC153,CHEM_2805_01,Supramolecular Chemistry / Physical Chemistry,Chemical Kinetics,"A supramolecular intracellular assembly shows sigmoidal kinetics characterized by two activation free energy barriers at $310$ K: nucleation barrier $\Delta G^\ddagger_{\mathrm{nucleation}} = 75$ kJ$\cdot$mol$^{-1}$ and elongation barrier $\Delta G^\ddagger_{\mathrm{elongation}} = 40$ kJ$\cdot$mol$^{-1}$. Given the Arrhenius pre-exponential factor for nucleation $A_{\mathrm{nucleation}}$ is 100 times larger than that for elongation $A_{\mathrm{elongation}}$, calculate the ratio of their rate constants $k_{\mathrm{nucleation}}/k_{\mathrm{elongation}}$ at $310$ K. Use the gas constant $R = 8.314$ J$\cdot$mol$^{-1}\cdot$K$^{-1}$.",,,GPT 4.1,4.1-mini,,,,,Selected,,Medium,PG,"\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}
\usepackage{siunitx} % For proper unit formatting

\begin{document}

The question requires the application of the Arrhenius equation (or Eyring equation, which is implied by activation free energy). The main complexity comes from handling the pre-exponential factors and the exponential nature of the equation, as well as proper unit conversion (\si{kJ} to \si{J} for $\Delta G^\ddagger$). It's not a direct plug-and-chug calculation but requires a conceptual understanding of how activation energy and pre-exponential factors influence reaction rates.

\end{document}",,
SDC154,CHEM_2805_01,Biophysical Chemistry,Chemical Thermodynamics / Membrane Biology / Drug Delivery,"Calculate the Gibbs free energy change $\Delta G$ (kJ$\cdot$mol$^{-1}$) for the partitioning of a synthetic assembly from the endosome to the cytosol at physiological temperature $310$ K, given a partition coefficient $K_p = 125$ (cytosol/endosome). Using $R = 8.314$ J$\cdot$mol$^{-1}\cdot$K$^{-1}$, first calculate $\Delta G$ and then the equilibrium molar ratio of the assembly concentration in the cytosol relative to the endosome.",,,GPT 4.1,4.1-mini,,,,,Can be modified,,Easy,UG,"This question requires a direct application of the Gibbs free energy equation in relation to the equilibrium constant (here represented by the partition coefficient). The solution mainly involves substituting values into a single formula and performing a straightforward unit conversion from joules to kilojoules. Additionally, the second part simply interprets the partition coefficient as the equilibrium molar ratio by definition.",,
SDC155,CHEM_2805_01,Physical Chemistry,Photochemistry and Spectroscopy,"Upon NIR irradiation at 800 nm, a photoactivatable supramolecular monomer is illuminated in a $1$ cm pathlength cuvette with monomer concentration $10~\mu$M and molar absorptivity $\varepsilon = 5{,}000$ L$\cdot$mol$^{-1}\cdot$cm$^{-1}$. Incident light intensity is $2 \times 10^{15}$ photons$\cdot$s$^{-1}\cdot$cm$^{-2}$ over a $0.5$ cm$^{2}$ cross-sectional area. Calculate the fraction of incident photons absorbed by the solution, assuming Beer–Lambert law applies and uniform illumination.",,,GPT 4.1,4.1-mini,,,,,Selected,,Easy,PG,"The problem involves a direct application of the Beer-Lambert Law to determine absorbance, followed by the use of the absorbance-transmittance relationship to calculate the fraction of absorbed light. While the approach is straightforward, precise unit conversion of concentration (𝜇M to M) is essential for accuracy.",,
SDC156,CHEM_2805_01,Physical Chemistry,Thermodynamics and Self-Assembly,"A synthetic intracellular assembly formed from peptide amphiphiles has a critical micelle concentration (CMC) of $15~\mu$M at $37^\circ$C. After covalent attachment of a photo-cleavable group, the CMC increases to $45~\mu$M. Define the change in standard Gibbs free energy of micellization as $\Delta \Delta G^\circ = \Delta G^\circ_{\mathrm{modified}} - \Delta G^\circ_{\mathrm{original}}$. Calculate $\Delta \Delta G^\circ$ (kJ$\cdot$mol$^{-1}$) at $310$ K, assuming ideal solution behavior and using $R = 8.314$ J$\cdot$mol$^{-1}\cdot$K$^{-1}$.",,,GPT 4.1,4.1-mini,,,,,Selected,,Easy,PG,"Requires understanding how to express Gibbs free energy in terms of CMC. Involves logarithmic reasoning and units handling. Single formula applied with conceptual awareness, not just plug-and-chug.",,
SDC157,CHEM_2805_01,Physical Chemistry / Supramolecular Chemistry ,Photochemistry and Radical Kinetics,"During intracellular supramolecular assembly, a light-triggered radical generation mechanism produces a steady-state radical concentration $[\mathrm{R}^\bullet]$ described by  
\[
[\mathrm{R}^\bullet] = \sqrt{\frac{I \phi \varepsilon C}{k_d}},
\]  
where photon intensity $I = 1.2 \times 10^{17}$ photons$\cdot$s$^{-1}\cdot$cm$^{-2}$, quantum yield $\phi = 0.3$, molar absorptivity $\varepsilon = 10^{4}$ L$\cdot$mol$^{-1}\cdot$cm$^{-1}$, monomer concentration $C = 100~\mu$M, and radical decay rate constant $k_d = 1 \times 10^{6}$ s$^{-1}$. Calculate the steady-state radical concentration $[\mathrm{R}^\bullet]$ in mol$\cdot$L$^{-1}$.",,,GPT 4.1,4.1-mini,,,,,Selected,,Easy,PG,"Requires the direct application of formulas to solve the question. No concepts needed to be understood or derived, all variables and their meanings were given, and the formula was explicitly provided.",,
SDC158,CHEM_2805_02,Physical Chemistry,Spectroscopy / Biophysical Chemistry/ Catalysis and Reaction Kinetics,"$A near-infrared (NIR) fluorophore with an excited-state lifetime of $2.5$ ns is used to monitor intracellular supramolecular assembly. Upon assembly formation, the fluorophore experiences a $60%$ decrease in fluorescence quantum yield due to homo-FRET-induced quenching. The intrinsic radiative decay rate constant is $( k_r = 4.0 \times 10^{7}\mathrm{s^{-1}} )$.  Given the relationships for fluorescence quantum yield $(\phi)$ and lifetime ($\tau):  $[\n\\phi = \\frac{k_r}{k_r + k_{nr}}, \quad \tau = \frac{1}{k_r + k_{nr}},  \n]$  calculate the new nonradiative decay rate constant $( k_{nr,assembly} )$ (in $s^{-1}$)) after assembly.",,,,,,,,,,,,,,,
SDC159,CHEM_2805_02,"Physical Chemistry 
",Spectroscopy (Two-Photon Absorption),"A spiropyran-based intracellular photochromic switch undergoes two-photon excitation $(2PE)$ at $730$ nm. The two-photon absorption cross section is $(\sigma_{2P} = 50 \mathrm{GM})$
 $(1GM=q(10^{-50}\mathrm{cm}^4,\mathrm{s},\mathrm{photon}^{-1}))$.Given a photon flux density \
 $(I = 1 \times 10^{20}\mathrm{photons,cm^{-2},s^{-1}} )$, 
 calculate:  the two-photon excitation rate per molecule due to absorption events, and  the two-photon induced photoisomerization rate constant $( k_{2P} ) (in s^{-1}))$ assuming each absorption leads to isomerization with unit quantum yield.  Note: Use the relationship that the two-photon excitation rate is proportional to $\sigma_{2P} \times I^2)$.",,,,,,,,,,,,,,,
SDC160,CHEM_2805_02,Physical Chemistry / Polymer Chemistry,Chemical Kinetics (Reaction Order and Half-Life),"Intracellular synthetic supramolecular polymerization is triggered by light, modeled as a second-order reaction with rate constant $( k = 1.2 \times 10^{4}\mathrm{M^{-1}s^{-1}}$\\). The initial monomer concentration is $10M$.  Using the integrated rate law for a second-order reaction:  $[\frac{1}{[A]_t} = \frac{1}{[A]_0} + k]$  \ncalculate the half-life $( t_{1/2})$ (in seconds) for monomer consumption.",,,,,,,,,,,,,,,
SDC161,CHEM_2805_02,Physical Chemistry / Polymer Chemistry,Chemical Kinetics / Spectroscopy,"A photoswitchable molecule triggers endosomal escape by photochemical cleavage with a quantum yield $(\phi_c = 0.12)$ under $405$ nm irradiation at photon flux density $( I = 2.0 \times 10^{16}\mathrm{photons,cm^{-2},s^{-1}})$. The illuminated intracellular area is $( 5.0 \times 10^{-8}\mathrm{cm}^2 )$.  Calculate the initial photochemical cleavage rate (molecules $s(^{-1}))$ inside the irradiated area. Hint: Consider how the photochemical rate depends on the number of absorbed photons per second and the quantum yield, and derive the expression accordingly.",,,,,,,,,,,,,,,
SDC162,CHEM_2805_02,Photochemistry,Photodynamic Therapy / Spectroscopy / Quantum Chemistry,"A NIR-fluorophore-labeled intracellular assembly generates reactive oxygen species $(ROS)$ upon excitation at $800$ nm with an illumination intensity of $50 mW cm(^{-2})$. The assembly has a singlet oxygen quantum yield $(\phi_{\Delta} = 0.65)$. The illuminated intracellular area is estimated as $(1.0 \times 10^{-8}\mathrm{cm}^2)$.  Calculate the singlet oxygen generation rate per cell (molecules $s^{-1}$) assuming all incident photons on this area are absorbed. Use the photon energy formula: $[E = \frac{hc}{\lambda}]$  with Planck\u2019s constant $( h = 6.626 \times 10^{-34} ;\mathrm{J \cdot s} )$, speed of light $( c = 3.0 \times 10^{8} ; \mathrm{m/s} )$, wavelength $(\lambda = 800; \mathrm{nm})$, and Avogadro's number $( N_A = 6.022 \times 10^{23} ; \mathrm{mol^{-1}} )$.",,,,,,,,,,,,,,,
SDC163,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC164,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC165,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC166,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC167,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC168,CHEM_2805_02,,,,,,,,,,,,,,,,,,
SDC169,CHEM_2805_02,,,,,,,,,,,,,,,,,,
